cod_pedido,regiao_pais,produto,valor,quantidade,valor_total_bruto,data,estado,formapagto,centro_distribuicao,responsavelpedido,valor_comissao,lucro_liquido,categoriaprod
135046,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",9/11/2021,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
135053,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",10/7/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
135115,Nordeste,Mordedor de Corda Bola,"14,63",45.0,"658,35",21/01/2021,Alagoas,Dinheiro,Gold Beach,Marta,"14,85",297,Brinquedo
135146,Sudeste,Roupa para Gato Petti,"61,18",45.0,"2753,1",19/01/2021,Piauí,Boleto Bancário,Gold Beach,Cristian,"62,1","1076,4",Acessório
135177,Sul,Roupa para Cao Billaboard,"43,89",45.0,"1975,05",11/12/2021,Santa  Catarina,Cartao Crédito,Tree True,Vitória,"59,4","816,75",Acessório
135208,Norte,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"372,4",45.0,16758,16/09/2021,Tocantins,Pix,Rapid Pink,Dolores,504,6930,Medicamento
135239,Centro Oeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"54,53",45.0,"2453,85",10/1/2021,Distrito Federal,Pix,Graos Blue,Lucia,"55,35","1014,75",Medicamento
135270,Nordeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"30,59",45.0,"1376,55",4/2/2021,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"31,05",828,Higiene e Limpeza
135301,Sul,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",45.0,"1855,35",21/07/2021,Paraná,Cartao Crédito,Tree True,Beatriz,"13,95",1116,Higiene e Limpeza
135332,Norte,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"47,88",45.0,"2154,6",4/3/2021,Rondônia,Dinheiro,Rapid Pink,Yuri,"48,6",810,Bebedouros e Comedouros
135363,Centro Oeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1111,88",45.0,"50034,6",25/03/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"2633,4",11286,Bebedouros e Comedouros
135394,Nordeste,Racao Royal Canin Club Performance para Caes Adultos,"277,97",45.0,"12508,65",20/09/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"188,1",3762,Alimentacao
135425,Sudeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg",133,45.0,5985,26/03/2021,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,90,2250,Alimentacao
135456,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"37,24",45.0,"1675,8",20/07/2021,Pará,Dinheiro,Rapid Pink,Julia,"37,8",378,Petisco
135487,Centro Oeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"7,98",45.0,"359,1",5/7/2021,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"8,1",81,Petisco
135518,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"45,22",45.0,"2034,9",24/09/2021,Maranhao,Dinheiro,Gold Beach,Clarice,"61,2",612,Petisco
135520,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"37,24",5.0,"186,2",17/02/2021,Pernambuco,Cartao Débito,Gold Beach,Claudio,"5,6",56,Petisco
135544,Nordeste,Meias esportivas para caes para ambientes internos e externos,"43,89",5.0,"219,45",10/10/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"6,6",66,Acessório
135549,Sudeste,Meias esportivas para caes para ambientes internos e externos,"42,56",45.0,"1915,2",23/07/2021,Rio de Janeiro,Cartao Débito,Papa Léguas,Antonio,"57,6",576,Acessório
135560,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"123,69",5.0,"618,45",12/2/2021,Amazonas,Dinheiro,Rapid Pink,Silvia,"23,25",279,Acessório
135580,Norte,Bandana Disney Mickey Fábrica Petti ,"14,63",45.0,"658,35",26/12/2021,Amapá,Boleto Bancário,Rapid Pink,Maria Linda,"9,9","346,5",Acessório
135606,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",13/11/2021,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
135607,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",21/03/2021,Rondônia,Cartao Débito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
135609,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",15/12/2021,Roraima,Cartao Crédito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
135611,Centro Oeste,Biscoito  True Champion 300g,"34,58",45.0,"1556,1",28/09/2021,Goiás,Dinheiro,Graos Blue,Maria Clara,"23,4",468,Alimentacao
135613,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",18/01/2021,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
135614,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",30/07/2021,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
135619,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",6/7/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
135621,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",8/12/2021,Piauí,Dinheiro,Gold Beach,Cristian,"1,84","36,8",Alimentacao
135622,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",8/2/2021,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
135625,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",3/6/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
135626,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",17/08/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
135637,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",24/02/2021,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
135642,Nordeste,Bola Pet Vinil Big Blue,"23,94",45.0,"1077,3",22/06/2021,Ceará,Boleto Bancário,Gold Beach,Neide,"16,2",324,Brinquedo
135644,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",8/7/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
135646,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",1/11/2021,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
135653,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",23/10/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
135673,Sudeste,Cama média almofadada Pity,"78,47",45.0,"3531,15",9/10/2021,Minas Gerais,Cartao Débito,Papa Léguas,Monique,"26,55",1593,Acessório
135684,Norte,Penas Gatito,"23,94",5.0,"119,7",17/02/2021,Roraima,Boleto Bancário,Rapid Pink,Adriana,"0,9","64,8",Brinquedo
135704,Norte,Mordedor de Corda Bola,"17,29",5.0,"86,45",12/2/2021,Acre,Cartao Crédito,Rapid Pink,Carlos,"1,95",39,Brinquedo
135735,Norte,Roupa para Gato Petti,"37,24",45.0,"1675,8",5/2/2021,Amazonas,Dinheiro,Rapid Pink,Silvia,"37,8","655,2",Acessório
135766,Nordeste,Roupa para Cao Billaboard,"57,19",45.0,"2573,55",17/05/2021,Bahia,Cartao Crédito,Gold Beach,Sonia,"77,4","1064,25",Acessório
135797,Sudeste,Vitamina E Granulado BigForce,"102,41",45.0,"4608,45",17/08/2021,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"138,6","1905,75",Medicamento
135828,Sul,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"352,45",45.0,"15860,25",15/05/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"357,75","6558,75",Medicamento
135859,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"33,25",45.0,"1496,25",22/05/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"33,75",900,Higiene e Limpeza
135889,Centro Oeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"39,9",5.0,"199,5",12/2/2021,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"1,5",120,Higiene e Limpeza
135890,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"39,9",45.0,"1795,5",19/10/2021,Alagoas,Pix,Gold Beach,Marta,"13,5",1080,Higiene e Limpeza
135921,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,"86,45",45.0,"3890,25",2/4/2021,Piauí,Dinheiro,Gold Beach,Cristian,"146,25",2340,Higiene e Limpeza
135922,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,"85,12",5.0,"425,6",21/12/2021,Sao Paulo,Cartao Crédito,Papa Léguas,Miriam,16,256,Higiene e Limpeza
135952,Sul,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"54,53",45.0,"2453,85",23/04/2021,Santa  Catarina,Pix,Tree True,Vitória,"55,35","922,5",Bebedouros e Comedouros
135982,Norte,Racao Royal Canin Club Performance para Caes Adultos,"277,97",5.0,"1389,85",10/10/2021,Rondônia,Boleto Bancário,Rapid Pink,Yuri,"20,9",418,Alimentacao
135983,Norte,Racao Royal Canin Club Performance para Caes Adultos,"280,63",45.0,"12628,35",4/1/2021,Tocantins,Boleto Bancário,Rapid Pink,Dolores,"189,9",3798,Alimentacao
136034,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"54,53",5.0,"272,65",21/12/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"4,1","102,5",Alimentacao
136035,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"45,22",5.0,"226,1",21/12/2021,Amazonas,Pix,Rapid Pink,Silvia,"3,4",85,Alimentacao
136045,Nordeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"39,9",45.0,"1795,5",31/08/2021,Pernambuco,Cartao Crédito,Gold Beach,Claudio,27,675,Alimentacao
136081,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"10,64",5.0,"53,2",21/12/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"1,2",12,Petisco
136138,Centro Oeste,Meias esportivas para caes para ambientes internos e externos,"43,89",5.0,"219,45",21/12/2021,Mato Grosso do  Sul,Pix,Graos Blue,Ligia,"6,6",66,Acessório
136200,Sudeste,Bandana Disney Mickey Fábrica Petti ,"14,63",45.0,"658,35",2/7/2021,Espírito Santo,Pix,Papa Léguas,Tereza,"9,9","346,5",Acessório
136206,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",28/11/2021,Pará,Pix,Rapid Pink,Julia,"1,76","35,2",Alimentacao
136207,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",11/7/2021,Rondônia,Cartao Débito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
136209,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",26/10/2021,Roraima,Dinheiro,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
136214,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",26/06/2021,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
136219,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",21/05/2021,Paraíba,Pix,Gold Beach,Cristina,"1,76","35,2",Alimentacao
136221,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",17/11/2021,Piauí,Pix,Gold Beach,Cristian,"1,84","36,8",Alimentacao
136222,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",16/09/2021,Sao Paulo,Pix,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
136225,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",11/8/2021,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
136226,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",6/6/2021,Paraná,Cartao Débito,Tree True,Beatriz,"1,28","25,6",Alimentacao
136237,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",21/08/2021,Mato Grosso,Cartao Crédito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
136244,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",19/08/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Brinquedo
136246,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",13/06/2021,Piauí,Cartao Débito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
136253,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",19/09/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
136262,Centro Oeste,Cama média almofadada Pity,"63,84",45.0,"2872,8",6/3/2021,Mato Grosso,Pix,Graos Blue,Andressa,"21,6",1296,Acessório
136324,Sudeste,Mordedor de Corda Bola,"14,63",45.0,"658,35",18/11/2021,Rio de Janeiro,Dinheiro,Papa Léguas,Antonio,"14,85","257,4",Brinquedo
136336,Centro Oeste,Roupa para Gato Petti,"39,9",5.0,"199,5",21/12/2021,Goiás,Boleto Bancário,Graos Blue,Maria Clara,"4,5",78,Acessório
136365,Nordeste,Roupa para Cao Billaboard,"53,2",5.0,266,17/02/2021,Alagoas,Cartao Débito,Gold Beach,Marta,8,110,Acessório
136386,Centro Oeste,Vitamina E Granulado BigForce,"87,78",5.0,"438,9",20/12/2021,Goiás,Pix,Graos Blue,Maria Clara,"13,2","181,5",Medicamento
136443,Nordeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"58,52",5.0,"292,6",10/10/2021,Maranhao,Dinheiro,Gold Beach,Clarice,"6,6",121,Medicamento
136448,Sudeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"41,23",45.0,"1855,35",18/03/2021,Minas Gerais,Cartao Crédito,Papa Léguas,Monique,"41,85","767,25",Medicamento
136479,Norte,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",45.0,"1735,65",11/12/2021,Acre,Cartao Débito,Rapid Pink,Carlos,"13,05",1044,Higiene e Limpeza
136541,Nordeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"46,55",45.0,"2094,75",18/08/2021,Bahia,Pix,Gold Beach,Sonia,"47,25","787,5",Bebedouros e Comedouros
136567,Nordeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1083,95",5.0,"5419,75",20/12/2021,Ceará,Cartao Crédito,Gold Beach,Neide,"285,25","1222,5",Bebedouros e Comedouros
136595,Nordeste,Racao Royal Canin Club Performance para Caes Adultos,"295,26",5.0,"1476,3",20/12/2021,Pernambuco,Dinheiro,Gold Beach,Claudio,"22,2",444,Alimentacao
136603,Sul,Racao Royal Canin Club Performance para Caes Adultos,"269,99",45.0,"12149,55",29/05/2021,Rio Grande do Sul,Dinheiro,Tree True,Vivian,"182,7",3654,Alimentacao
136657,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"38,57",5.0,"192,85",13/02/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"4,35","43,5",Petisco
136665,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"38,57",45.0,"1735,65",11/3/2021,Alagoas,Boleto Bancário,Gold Beach,Marta,"39,15","391,5",Petisco
136727,Sul,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"33,25",45.0,"1496,25",5/7/2021,Santa  Catarina,Dinheiro,Tree True,Vitória,45,450,Petisco
136789,Centro Oeste,Bandana Disney Mickey Fábrica Petti ,"15,96",45.0,"718,2",10/8/2021,Distrito Federal,Pix,Graos Blue,Lucia,"10,8",378,Acessório
136806,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",24/11/2021,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
136807,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",29/10/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
136809,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",21/10/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
136813,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",16/01/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
136814,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",22/08/2021,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
136819,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",14/12/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
136822,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",4/6/2021,Sao Paulo,Pix,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
136825,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",1/5/2021,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
136826,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",25/01/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
136837,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",26/03/2021,Mato Grosso,Boleto Bancário,Graos Blue,Andressa,"1,52","30,4",Brinquedo
136844,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",14/01/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
136846,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",18/09/2021,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
136851,Sul,Bola Pet Vinil Big Blue,"23,94",45.0,"1077,3",26/12/2021,Paraná,Cartao Crédito,Tree True,Beatriz,"16,2",324,Brinquedo
136853,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",18/02/2021,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"1,6",32,Brinquedo
136855,Norte,Cama média almofadada Pity,"82,46",5.0,"412,3",12/2/2021,Amapá,Pix,Rapid Pink,Maria Linda,"3,1",186,Acessório
136913,Centro Oeste,Mordedor de Corda Bola,"17,29",45.0,"778,05",5/5/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"17,55",351,Brinquedo
136951,Sul,Roupa para Gato Petti,"43,89",5.0,"219,45",12/2/2021,Paraná,Pix,Tree True,Beatriz,"4,95","85,8",Acessório
136960,Norte,Roupa para Cao Billaboard,"51,87",5.0,"259,35",12/2/2021,Amazonas,Pix,Rapid Pink,Silvia,"5,85","107,25",Acessório
136975,Sudeste,Roupa para Cao Billaboard,"49,21",45.0,"2214,45",20/04/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"66,6","915,75",Acessório
136980,Norte,Vitamina E Granulado BigForce,"75,81",5.0,"379,05",12/2/2021,Amapá,Dinheiro,Rapid Pink,Maria Linda,"11,4","156,75",Medicamento
136995,Nordeste,Vitamina E Granulado BigForce,"82,46",5.0,"412,3",10/10/2021,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"12,4","170,5",Medicamento
137037,Centro Oeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"49,21",45.0,"2214,45",25/06/2021,Mato Grosso,Boleto Bancário,Graos Blue,Andressa,"49,95","915,75",Medicamento
137041,Nordeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"57,19",5.0,"285,95",13/02/2021,Bahia,Pix,Gold Beach,Sonia,"6,45","118,25",Medicamento
137072,Sudeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"35,91",5.0,"179,55",17/02/2021,Sao Paulo,Pix,Papa Léguas,Miriam,"4,05",108,Higiene e Limpeza
137099,Sudeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",45.0,"1855,35",9/11/2021,Rio de Janeiro,Dinheiro,Papa Léguas,Antonio,"13,95",1116,Higiene e Limpeza
137139,Centro Oeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"50,54",5.0,"252,7",21/12/2021,Distrito Federal,Pix,Graos Blue,Lucia,"5,7",95,Bebedouros e Comedouros
137161,Centro Oeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1121,19",45.0,"50453,55",3/4/2021,Goiás,Dinheiro,Graos Blue,Maria Clara,"2655,45","11380,5",Bebedouros e Comedouros
137181,Norte,Racao Royal Canin Club Performance para Caes Adultos,"292,6",5.0,1463,17/02/2021,Pará,Boleto Bancário,Rapid Pink,Julia,22,440,Alimentacao
137192,Nordeste,Racao Royal Canin Club Performance para Caes Adultos,"289,94",45.0,"13047,3",18/05/2021,Ceará,Cartao Débito,Gold Beach,Neide,"196,2",3924,Alimentacao
137223,Sudeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg",133,45.0,5985,5/7/2021,Minas Gerais,Cartao Débito,Papa Léguas,Monique,90,2250,Alimentacao
137254,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"35,91",45.0,"1615,95",30/11/2021,Acre,Dinheiro,Rapid Pink,Carlos,"36,45","364,5",Petisco
137285,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"9,31",45.0,"418,95",25/10/2021,Amazonas,Boleto Bancário,Rapid Pink,Silvia,"9,45","94,5",Petisco
137316,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"38,57",45.0,"1735,65",2/7/2021,Bahia,Dinheiro,Gold Beach,Sonia,"52,2",522,Petisco
137317,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"34,58",5.0,"172,9",10/10/2021,Ceará,Dinheiro,Gold Beach,Neide,"5,2",52,Petisco
137347,Sudeste,Meias esportivas para caes para ambientes internos e externos,"42,56",45.0,"1915,2",23/04/2021,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"57,6",576,Acessório
137406,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",5/2/2021,Pará,Pix,Rapid Pink,Julia,"1,76","35,2",Alimentacao
137407,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",25/01/2021,Rondônia,Boleto Bancário,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
137409,Norte,Biscoito  True Champion 300g,"25,27",45.0,"1137,15",15/07/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"17,1",342,Alimentacao
137413,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",12/4/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
137414,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",19/01/2021,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
137419,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",27/09/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
137421,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",18/05/2021,Piauí,Cartao Débito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
137422,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",5/9/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
137423,Sudeste,Biscoito  True Champion 300g,"21,28",5.0,"106,4",12/2/2021,Minas Gerais,Boleto Bancário,Papa Léguas,Monique,"1,6",32,Alimentacao
137425,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",24/03/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
137426,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",13/01/2021,Paraná,Cartao Débito,Tree True,Beatriz,"1,28","25,6",Alimentacao
137437,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",19/03/2021,Mato Grosso,Dinheiro,Graos Blue,Andressa,"1,52","30,4",Brinquedo
137444,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",2/12/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
137446,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",9/9/2021,Piauí,Cartao Débito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
137468,Nordeste,Cama média almofadada Pity,"78,47",5.0,"392,35",17/02/2021,Maranhao,Boleto Bancário,Gold Beach,Clarice,"2,95",177,Acessório
137471,Sudeste,Cama média almofadada Pity,"78,47",45.0,"3531,15",8/11/2021,Piauí,Boleto Bancário,Gold Beach,Cristian,"26,55",1593,Acessório
137502,Sul,Penas Gatito,"18,62",5.0,"93,1",20/12/2021,Santa  Catarina,Pix,Tree True,Vitória,"0,7","50,4",Brinquedo
137521,Sudeste,Mordedor de Corda Bola,"15,96",5.0,"79,8",13/02/2021,Piauí,Boleto Bancário,Gold Beach,Cristian,"1,8",36,Brinquedo
137533,Norte,Roupa para Gato Petti,"42,56",45.0,"1915,2",8/12/2021,Tocantins,Cartao Crédito,Rapid Pink,Dolores,"43,2","748,8",Acessório
137595,Nordeste,Vitamina E Granulado BigForce,"95,76",45.0,"4309,2",22/04/2021,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"129,6",1782,Medicamento
137626,Sul,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"352,45",5.0,"1762,25",20/12/2021,Paraná,Dinheiro,Tree True,Beatriz,"39,75","728,75",Medicamento
137656,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"33,25",5.0,"166,25",21/12/2021,Pará,Cartao Crédito,Rapid Pink,Julia,"3,75",100,Higiene e Limpeza
137657,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"29,26",45.0,"1316,7",17/05/2021,Rondônia,Boleto Bancário,Rapid Pink,Yuri,"29,7",792,Higiene e Limpeza
137719,Nordeste,Kit Banho e Tosa com Escova PetShop Caopeon,"86,45",5.0,"432,25",10/10/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"16,25",260,Higiene e Limpeza
137781,Norte,Racao Royal Canin Club Performance para Caes Adultos,"271,32",45.0,"12209,4",17/11/2021,Pará,Dinheiro,Rapid Pink,Julia,"183,6",3672,Alimentacao
137798,Sudeste,Racao Royal Canin Club Performance para Caes Adultos,"272,65",5.0,"1363,25",21/12/2021,Minas Gerais,Dinheiro,Papa Léguas,Monique,"20,5",410,Alimentacao
137843,Nordeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"33,25",45.0,"1496,25",26/07/2021,Maranhao,Cartao Débito,Gold Beach,Clarice,"22,5","562,5",Alimentacao
137859,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"38,57",5.0,"192,85",20/12/2021,Roraima,Pix,Rapid Pink,Adriana,"4,35","43,5",Petisco
137874,Sudeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"37,24",45.0,"1675,8",16/11/2021,Rio de Janeiro,Cartao Crédito,Papa Léguas,Antonio,"37,8",378,Petisco
